epoch,step,train/cardinality_error,train/cardinality_error_0,train/cardinality_error_enc,train/class_error,train/loss,train/loss_bbox,train/loss_bbox_aux,train/loss_ce,train/loss_ce_aux,train/loss_giou,train/loss_giou_aux,train/lr,train/lr_max,train/lr_min,val/F1,val/ema_mAP_50,val/ema_mAP_50_95,val/ema_mAP_75,val/ema_mAR,val/mAP_50,val/mAP_50_95,val/mAP_75,val/mAR,val/precision,val/recall
24,449,4.05555534362793,4.05555534362793,4.05555534362793,22.14784812927246,7.25174617767334,0.04379900544881821,0.09269312769174576,0.6751989722251892,1.317455768585205,0.756758987903595,1.5315567255020142,,,,,,,,,,,,,,
25,467,,,,,,,,,,,,,,,0.046247463673353195,0.012500463984906673,0.006930228788405657,0.009900989942252636,0.027222221717238426,0.012500463984906673,0.006930228788405657,0.009900989942252636,0.027222221717238426,0.06269841641187668,0.05833333358168602
25,467,4.05555534362793,4.05555534362793,4.05555534362793,28.91713523864746,7.310385704040527,0.04491458833217621,0.09157446771860123,0.6276642084121704,1.2154399156570435,0.7834373116493225,1.6089807748794556,,,,,,,,,,,,,,
26,485,,,,,,,,,,,,,,,0.05524296686053276,0.012063492089509964,0.006805595010519028,0.009900989942252636,0.028333334252238274,0.012063492089509964,0.006805595010519028,0.009900989942252636,0.028333334252238274,0.17380952835083008,0.05833333358168602
26,485,3.9861111640930176,3.9861111640930176,3.9861111640930176,22.118850708007812,7.16656494140625,0.04387260228395462,0.0918307676911354,0.6360105276107788,1.2311763763427734,0.7614641189575195,1.5489667654037476,,,,,,,,,,,,,,
27,499,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
27,503,,,,,,,,,,,,,,,0.03922872245311737,0.010301769711077213,0.0051108067855238914,0.0,0.026944443583488464,0.010301769711077213,0.0051108067855238914,0.0,0.026944443583488464,0.046198390424251556,0.05833333358168602
27,503,3.9583332538604736,3.9583332538604736,3.9583332538604736,22.71025848388672,7.0587687492370605,0.03785407543182373,0.07824300229549408,0.6596676707267761,1.3162873983383179,0.7509920597076416,1.5001722574234009,,,,,,,,,,,,,,
28,521,,,,,,,,,,,,,,,0.03815643489360809,0.010048765689134598,0.005618442315608263,0.005940594244748354,0.03166666626930237,0.010048765689134598,0.005618442315608263,0.005940594244748354,0.03166666626930237,0.04291257634758949,0.05833333358168602
28,521,4.05555534362793,4.05555534362793,4.05555534362793,26.96068572998047,7.16588020324707,0.04223119467496872,0.08321626484394073,0.6332680583000183,1.2443554401397705,0.7720608115196228,1.5584490299224854,,,,,,,,,,,,,,
29,539,,,,,,,,,,,,,,,0.03681917116045952,0.009059357456862926,0.005137406289577484,0.004950494971126318,0.03305555507540703,0.009059357456862926,0.005137406289577484,0.004950494971126318,0.03305555507540703,0.03988095372915268,0.05833333358168602
29,539,3.930555582046509,3.930555582046509,3.930555582046509,21.16297149658203,7.15059757232666,0.044534504413604736,0.08933749794960022,0.6409092545509338,1.252808690071106,0.7572543621063232,1.5365055799484253,,,,,,,,,,,,,,
30,549,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
30,557,,,,,,,,,,,,,,,0.046737659722566605,0.008957157842814922,0.004718465264886618,0.0042432816699147224,0.04027777910232544,0.008957157842814922,0.004718465264886618,0.0042432816699147224,0.04027777910232544,0.062442608177661896,0.08055555820465088
30,557,4.05555534362793,4.05555534362793,4.05555534362793,22.11687469482422,7.1938300132751465,0.04255382716655731,0.08689858764410019,0.6367394924163818,1.2287209033966064,0.766435980796814,1.57411789894104,,,,,,,,,,,,,,
31,575,,,,,,,,,,,,,,,0.042465753853321075,0.01155875064432621,0.006968704052269459,0.005940594244748354,0.046666666865348816,0.01155875064432621,0.006968704052269459,0.005940594244748354,0.046666666865348816,0.055089060217142105,0.0694444477558136
31,575,4.05555534362793,4.05555534362793,4.05555534362793,24.071557998657227,7.04162073135376,0.03878416121006012,0.07864409685134888,0.6879569292068481,1.3364771604537964,0.7280880808830261,1.486935019493103,,,,,,,,,,,,,,
32,593,,,,,,,,,,,,,,,0.040425531566143036,0.011370105668902397,0.0069824689999222755,0.005998292006552219,0.0555555559694767,0.011370105668902397,0.0069824689999222755,0.005998292006552219,0.0555555559694767,0.05396825447678566,0.05833333358168602
32,593,4.027777671813965,4.027777671813965,4.027777671813965,25.31450653076172,7.2705841064453125,0.04703178256750107,0.09496448189020157,0.6147512793540955,1.2135812044143677,0.7838250994682312,1.5823101997375488,,,,,,,,,,,,,,
33,599,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
33,611,,,,,,,,,,,,,,,0.04145950451493263,0.018983999267220497,0.01359575241804123,0.014997787773609161,0.05666666850447655,0.018983999267220497,0.01359575241804123,0.014997787773609161,0.05666666850447655,0.05945165827870369,0.05833333358168602
33,611,4.05555534362793,4.05555534362793,4.05555534362793,26.266218185424805,7.114391803741455,0.03970304876565933,0.08497531712055206,0.6268177032470703,1.1931253671646118,0.7651668787002563,1.570361614227295,,,,,,,,,,,,,,
34,629,,,,,,,,,,,,,,,0.03806818276643753,0.010194004513323307,0.006876325700432062,0.006118901539593935,0.05666666850447655,0.010194004513323307,0.006876325700432062,0.006118901539593935,0.05666666850447655,0.04546413570642471,0.05833333358168602
34,629,4.05555534362793,4.05555534362793,4.05555534362793,25.24419403076172,6.978392124176025,0.03601524606347084,0.07417801022529602,0.6456894874572754,1.2711881399154663,0.7424850463867188,1.512789249420166,,,,,,,,,,,,,,
35,647,,,,,,,,,,,,,,,0.03596198186278343,0.008910279721021652,0.006265264470130205,0.006156099494546652,0.05527777597308159,0.008910279721021652,0.006265264470130205,0.006156099494546652,0.05527777597308159,0.03934624791145325,0.05833333358168602
35,647,4.0,4.0,4.0,20.302154541015625,6.920040607452393,0.03932894021272659,0.07999152690172195,0.7179310321807861,1.39695143699646,0.6941056847572327,1.4101721048355103,,,,,,,,,,,,,,
36,649,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
36,665,,,,,,,,,,,,,,,0.03619909659028053,0.0067244055680930614,0.004507084377110004,0.0039585307240486145,0.05527777597308159,0.0067244055680930614,0.004507084377110004,0.0039585307240486145,0.05527777597308159,0.03949262201786041,0.05833333358168602
36,665,4.05555534362793,4.05555534362793,4.05555534362793,18.918357849121094,6.827089309692383,0.03388633951544762,0.0707460418343544,0.6840500235557556,1.3379161357879639,0.7001417279243469,1.4408390522003174,,,,,,,,,,,,,,
37,683,,,,,,,,,,,,,,,0.036460988223552704,0.008079440332949162,0.005708504933863878,0.005019251722842455,0.05305555462837219,0.008079440332949162,0.005708504933863878,0.005019251722842455,0.05305555462837219,0.034688808023929596,0.0694444477558136
37,683,4.05555534362793,4.05555534362793,4.05555534362793,23.99414825439453,7.0411505699157715,0.040485870093107224,0.08581578731536865,0.6885719299316406,1.337186574935913,0.7195656299591064,1.4723762273788452,,,,,,,,,,,,,,
38,699,,,,,,,,,,,,9.999999747378752e-05,9.999999747378752e-05,3.232564267818816e-06,,,,,,,,,,,
38,701,,,,,,,,,,,,,,,0.034280743449926376,0.00690841767936945,0.004425309598445892,0.003368896432220936,0.05666666850447655,0.00690841767936945,0.004425309598445892,0.003368896432220936,0.05666666850447655,0.030181346461176872,0.0694444477558136
38,701,4.05555534362793,4.05555534362793,4.05555534362793,17.9964599609375,6.813379287719727,0.035351432859897614,0.071731336414814,0.7001095414161682,1.3527230024337769,0.6920561790466309,1.4205104112625122,,,,,,,,,,,,,,
39,719,,,,,,,,,,,,,,,0.03466183692216873,0.006528373342007399,0.0037957162130624056,0.0030374678317457438,0.05444444343447685,0.006528373342007399,0.0037957162130624056,0.0030374678317457438,0.05444444343447685,0.030420053750276566,0.0694444477558136
39,719,4.05555534362793,4.05555534362793,4.05555534362793,17.528076171875,6.9579668045043945,0.03953469172120094,0.08283669501543045,0.6758320927619934,1.3199427127838135,0.7160698771476746,1.4590973854064941,,,,,,,,,,,,,,
