ood_dataset,folder,sample_count,mae,rmse,pearson_r,spearman_rho
Rauischholzhausen_WG1,2025_10_07_RSFB-Phenotyping_WG1_JLU,906,4.330236911773682,6.266854410538102,0.11339723318815231,0.032195919727424825
DSV_Trial_1,2025_09_15_Res4StRes_T1_DSV,897,8.10506820678711,9.485933028175936,0.308747261762619,0.27026873819171704
